,active,community,country,label,links,name,title
10,,12,Ukraine,party,"[11 December 2013 Euromaidan assault, 17 December 2013 Ukrainian–Russian action plan, 1954 transfer of Crimea, 1 December 2013 Euromaidan riots, 2006 anti-NATO protests in Feodosia, 2014 Euromaidan regional state administration occupations, 2014 G20 Brisbane summit, 2014 Hrushevskoho Street riots, 2014 Odessa clashes, 2014 Russian military intervention in Ukraine, 2014 Simferopol incident, 2014 Ukrainian parliamentary election, 2014 Ukrainian revolution, 2014 Wales summit, 2014 anti-war protests in Russia, 2014 pro-Russian conflict in Ukraine, 2014 pro-Russian unrest in Ukraine, 2015 Kharkiv bombing, 2015 Ukrainian local elections, 2017 cyberattacks on Ukraine, 22nd Motorized Infantry Battalion , 39th Motorized Infantry Battalion , 40th G7 summit, 40th Motorized Infantry Battalion , 42nd Motorized Infantry Battalion , 5.10, ATO zone, Abortion in Poland, Agence France-Presse, Agrarian Party of Ukraine, Agreement on settlement of political crisis in Ukraine, Aidar Battalion, Alchevsk, Aleksandr Dugin, Aleksandr Kharitonov , Aleksandr Vitko, Aleksei Chaly, Aleksey Karyakin, Aleksey Mozgovoy, Alexander Borodai, Alexander Khodakovsky, Alexander Zakharchenko, All-Ukrainian Union ""Fatherland"", Alpha Group , Andreas Umland, Andrei Purgin, Andrew Wilson , Andriy Klyuyev, Andriy Parubiy, Andriy Sadovyi, Andriy Tarasenko, Annexation of Crimea by the Russian Empire, Annexation of Crimea by the Russian Federation, Anti-Maidan, Anti-communism, Anti-protest laws in Ukraine, Antifascist Committee of Ukraine, Antratsyt, Arabat Spit, Armed Forces of Ukraine, Army of the South-East, Armyansk, Arsen Avakov, Arsen Avakov , Arsen Klinchaev, Arsen Pavlov, Arseniy Yatsenyuk, Artem Skoropadskyi, Associated Press, AutoMaidan, Autonomous Republic of Crimea, Avanhard Stadium , Avdiivka, Axis powers, Azov Battalion, BBC, BBC News, Bakhmut, Bankova Street, Batkivshchyna, Batkivshchyna Battalion, Battle in Shakhtarsk Raion, Battle of Avdiivka, Battle of Debaltseve, Battle of Horlivka, Battle of Ilovaisk, Battle of Kramatorsk, Battle of Marinka, Battle of Mariupol , Battle of Novoazovsk, Battle of Svitlodarsk, Berkut , Black, Black Sea Fleet, Bloomberg News, Borotba, Boryslav Bereza, Boycott Russian Films, Brianka, British Broadcasting Corporation, ...]",Right Sector,right_sector
11,No,1,United Kingdom,movement,"[A. K. Chesterton, Adam Walker , Alan Lake , Alexander Raven Thomson, Alliott Verdon Roe, Andrew Brons, Andrew Fountaine, Anglo-German Fellowship, Anne Marie Waters, Anthony Hancock , Anthony Reed Herbert, Archibald Maule Ramsay, Arnold Leese, Arthur Kemp, Arthur Wellesley, 5th Duke of Wellington, Barry Domvile, Battle of Cable Street, Belfast, Belfast Telegraph, Black, Blood & Honour, Britain First, British Brothers League, British Democratic Party, British Democratic Party , British Empire Party, British Fascism, British Fascists, British First Party, British Freedom Party, British League of Ex-Servicemen and Women, British League of Rights, British Movement, British National Party, British National Party , British National Party election results, British People's Party , British People's Party , British Peoples Party , British Union of Fascists, Britons Publishing Society, Calderdale, Candour , Capitalism, Casuals United, Christian Council of Britain, Colin Jordan, Column 88, Combat 18, Conservative Democratic Alliance, Constitutional Movement, David Copeland, David Myatt, Democratic Unionist Party, Denis Pirie, Derek Beackon, Derek Holland , Diana Mitford, Donegall Road, Eddy Butler, Eddy Morrison, Elections in the United Kingdom, England First Party, English Defence League, English Democrats, English National Association, Europe a Nation, Euroscepticism, Flag Group, For Britain, Fourteen Words, Francis Yeats-Brown, Frank McLardy, Freedom Party , Gerard Wallop, 9th Earl of Portsmouth, Goole, Graham Seton Hutchison, Graham Williamson, Greater Britain Movement, Gregory Campbell , Harold Elsdale Goad, Hastings Russell, 12th Duke of Bedford, Henry Drummond Wolff , Henry Hamilton Beamish, Henry Williamson, Holocaust denial, Homosexuality, Ian Anderson , Ian Stuart Donaldson, Imperial Fascist League, Incitement to racial hatred, International Third Position, Irish News, J. F. C. Fuller, Jack Buckby, Jack Renshaw , James Larratt Battersby, Jayda Fransen, Jeffrey Hamm, Jew, ...]",British People's Party (2005),british_people's_party_(2005)
12,No,1,Sweden,movement,"[Adrian Molin, Afrikaner Weerstandsbeweging, Albert Spaggiari, Alexander Barkashov, Alliance for Peace and Freedom, Alternative for Sweden, American Front, American Nazi Party, Anders Behring Breivik, Andrew Anglin, Antipodean Resistance, Artgemeinschaft, Arthur J. Jones, Aryan Guard, Aryan Nations, Aryan Republican Army, Atomwaffen Division, Azov Battalion, Bela Ewald Althans, Bert Eriksson, Bevara Sverige Svenskt, Birger Furugård, Black Order , Blanke Bevrydingsbeweging, Bloed, Bodem, Eer en Trouw, Blood & Honour, Bosnian Movement of National Pride, British Movement, CEDADE, Canadian Nazi Party, Carl-Ehrenfried Carlberg, Christian Worch, Colin Jordan, Colin King-Ansell, Combat 18, Creativity , David Lane , David Myatt, Davud Monshizadeh, Deutsche Heidnische Front, Deutsche Reichspartei, Don Black , Election Authority of Sweden, Elections in Sweden, Elof Eriksson, Ernst Zündel, Eugène Terre'Blanche, European Liberation Front, European Social Movement, European Workers Party, Eustace Mullins, Expo , Expressen, Florentine Rost van Tonningen, Francis Parker Yockey, Franco Freda, Françoise Dior, Free German Workers' Party, Fritz Rössler, Gary Lauck, Gary Schipper, Gaston-Armand Amaudruz, George Burdi, George Lincoln Rockwell, German Alternative, German Social Union , Gesinnungsgemeinschaft der Neuen Front, Golden Dawn , Gottfried Küssel, Grästorp Municipality, H. Keith Thompson, Hammerskins, Hampus Hellekant, Hans-Ulrich Rudel, Harold Covington, Heathen Front, Hedemora, Heritage Front, Horst Mahler, Horst Rosenkranz, Hungarian National Front, Ian Stuart Donaldson, Icelandic magical staves, Independent , Info-14, István Győrkös, Jack van Tongeren, Jackie Arklöv, Jacques de Mahieu, James H. Madole, James Mason , Jeff Schoep, Jimmie Åkesson, John Hron, John Tyndall , Joseph Tommasi, Kerry Bolton, Klas Lund, Konstantin Kasimovsky, Landig Group, ...]",Party of the Swedes (Swedish: Svenskarnas Parti),party_of_the_swedes_(swedish:_svenskarnas_parti)
13,,5,Armenia,party,"[1999 Armenian parliament shooting, Aghbiur Serob, Aleksandr Sargsyan, All Armenian Labour Party, Alliance Party , Andranik, Andranik Margaryan, Arabo, Aram Manukian, Aram Sargsyan, Armen Garo, Armenakan-Democratic Liberal Party, Armenakan Party, Armenia, Armenian Communist Party, Armenian Democratic Liberal Party, Armenian Liberal Party, Armenian Mirror-Spectator, Armenian National Congress, Armenian Renaissance, Armenian Revolutionary Army, Armenian Revolutionary Federation, Armenian Secret Army for the Liberation of Armenia, Armenian Workers Communist Party, Armenian Workers Union, Armenian dram, Armenian language, Armenian national awakening, Armenian national liberation movement, Armenian nationalism, Armenian parliamentary election, 1995, Armenian parliamentary election, 1999, Armenian parliamentary election, 2003, Armenian parliamentary election, 2007, Armenian parliamentary election, 2012, Armenian parliamentary election, 2017, Armenian presidential election, 1991, Armenian presidential election, 1996, Armenian presidential election, 1998, Armenian presidential election, 2003, Armenian presidential election, 2008, Armenian presidential election, 2013, Ashot Navasardyan, Audit Chamber of Armenia, Battle of Sardarabad, Big tent, Bribery, Bright Armenia, Civil Contract , Conservative Party of Armenia, Constitutional Rights Union, Death of Vahe Avetyan, Democratic Liberal Party , Democratic Liberal Party of Armenia, Democratic Party of Armenia, Dignity, Democracy, Motherland, ETH Zurich, Eduard Sharmazanov, Elections in Armenia, European People's Party, February Uprising, First Republic of Armenia, Football Federation of Armenia, Free Democrats , Gagik Tsarukian, Garegin Nzhdeh, Hagop Hagopian , Hayazn, Heritage , Impeachment Union, Jirair Sefilian, Justice, Justice Commandos of the Armenian Genocide, Karabakh movement, Kevork Ajemian, Kevork Chavush, Khachatur Abovian, Law and Unity, Liberal Democratic Union of Armenia, Marxist Party of Armenia, Mher Sedrakyan, Miatsum, Mighty Fatherland, Mikael Nalbandian, Mission , Mkrtich Khrimian, Monte Melkonian, Movses Gorgisyan, Nagorno-Karabakh, Nagorno-Karabakh War, National Assembly , National Assembly of Armenia, National Democratic Union , National Revival , National United Party , National Unity, National conservative, Nepotism, New Country , New Times , ...]",Republican Party of Armenia,republican_party_of_armenia
14,No,1,France,movement,"[Anti-Muslim bombings in Paris, Cannes and Nice, Belgium, Bibliothèque nationale de France, British National Party, Carpentras, Celtic cross, Christian Worch, Eric Sausset, François Mitterrand, French language, French legislative election, 1986, French nationalism, Fédération d'action nationale et européenne, Jacques Chirac, Jean-Marie Le Pen, John Tyndall , L'Humanité, Maxime Brunerie, National Front , Nazi-Skinheads, Nice, Party of New Forces , Searchlight , Stephen Roth Institute, Vlaams Blok, Vlaamse Militanten Orde, Wayback Machine]",Parti Nationaliste Français et Européen,parti_nationaliste_fran?ais_et_europ?en
15,,2,Germany,party,"[AFD , Adhan, Adolf Hitler, Adolf von Thadden, Al Jazeera, Albrecht Glaser, Alexander Gauland, Alice Weidel, Alliance '90/The Greens, Alliance 90/The Greens, Anarchist Pogo Party of Germany, Angela Merkel, Anti-feminism, Anti-immigration, Antifeminism, Antisemitism, Armin Mohler, Artgemeinschaft, Aschaffenburg, BBC.com, Bad Nauheim, Baden-Württemberg, Baden-Württemberg state election, 2016, Basic Income Alliance, Bavaria, Bavaria Party, Bavaria state election, 2013, Beatrix von Storch, Bela Ewald Althans, Berlin, Berlin state election, 2016, Bernd Lucke, Björn Höcke, Bloomberg.com, Brandenburg state election, 2014, Bremen, Bremen state election, 2015, Bruges Group , Bundestag, Burqa, Bürgerrechtsbewegung Solidarität, CNBC, Centre-right politics, Centre Party , Centre for Eastern Studies, Christian Centre, Christian Democratic Union , Christian Democratic Union of Germany, Christian Social Union in Bavaria, Christian Worch, Citizens in Rage, Civil union, Climate change denial, Cologne, Communist Party of Germany , Communist Party of Germany , Composition of the German Regional Parliaments, Composition of the German State Parliaments, Conscription in Germany, Conservatism, Conservative Party , Criticism of Islam, DW.com, Darmstadt, David Cameron, De facto, Der Spiegel, Der Standard, Der Tagesspiegel, Deutsche Heidnische Front, Deutsche Rechtspartei, Deutsche Reichspartei, Deutsche Welle, Die Friesen, Die PARTEI, Die Tageszeitung, Die Welt, Direct democracy, EU Observer, Ecological Democratic Party, Elections in Germany, Electoral system of Germany, Energiewende in Germany, Erich Kern, Essen, Euro, Europe of Freedom and Direct Democracy, Europe of Nations and Freedom, European Conservatives and Reformists, European integration, European migrant crisis, European sovereign-debt crisis, Euroscepticism, Eurozone, F.a.n. Frankenstolz Arena, Facebook, Family Party of Germany, Family values, Federal Constitutional Court, Federal Constitutional Court of Germany, ...]",Alternative for Germany,alternative_for_germany
16,No,0,United Kingdom,movement,"[1926 United Kingdom general strike, 1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, A. K. Chesterton, Abba Ahimeir, Acerbo Law, Actual idealism, Adam Walker , Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Alan Lake , Albanian Fascist Militia, Albanian Fascist Party, Alexander Raven Thomson, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alliott Verdon Roe, Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Andrew Brons, Andrew Fountaine, Anglo-German Fellowship, Anne Marie Waters, Ante Pavelić, Anthony Hancock , Anthony Reed Herbert, Anti-Comintern Pact, Anti-Nazi League, Anti-Semitism, Anti-communism, Anti-communist, Anti-fascism, Anti-semitism, Archibald Maule Ramsay, Ardengo Soffici, Arditi, Arnold Leese, Arrow Cross Party, Art of the Third Reich, Arthur Kemp, Arthur Wellesley, 5th Duke of Wellington, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Barry Domvile, Battle of Cable Street, Beer Hall Putsch, Benito Mussolini, Black Brigades, Black Front , Blackshirts, Blood & Honour, Blue Shirts Society, Blueshirts, Boxing, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, Britain First, British Brothers League, British Democratic Party, British Democratic Party , British Empire, British Empire Party, British Fascism, British Fascists, British Freedom Party, British League of Ex-Servicemen and Women, British League of Rights, British Movement, British National Party, British National Party , British National Party election results, British People's Party , British People's Party , British Union of Fascists, Britons Publishing Society, Canadian Union of Fascists, Candour , Carl Schmitt, Carlo Costamagna, Casuals United, Chamber of Fasci and Corporations, Christian Council of Britain, Christofascism, Class collaboration, Clerical People's Party, Clerical fascism, Colin Jordan, Column 88, Combat 18, ...]",National Fascisti,national_fascisti
17,,4,Italy,party,"[Abruzzo, Abruzzo regional election, 2014, Administer Trentino, Adolfo Urso, Adriana Poli Bortone, Alberto Giorgetti, Alessandro Urzì, Alfredo Mantica, Altero Matteoli, Alto Adige in the Heart, Angelino Alfano, Antonio Guidi, Aosta Valley, Apulia, Apulian regional election, 2015, Article 1 – Democratic and Progressive Movement, Associative Movement Italians Abroad, Autonomy Liberty Participation Ecology, Autonomy and Rights, Bartolomeo Amidei, Basilicata, Basilicata regional election, 2013, Blue, Bruno Mancuso, Calabria, Calabrian regional election, 2014, Campania, Campania regional election, 2015, Carlo Fidanza, CasaPound, Central Italy, Centre-right coalition, Chamber of Deputies , Christian Democracy , Christian Popular Union, Christian democracy, Citizens' Union for South Tyrol, Civic Choice, Civic Commitment, Communist Refoundation Party, Composition of Regional Councils of Italy, Conservatism, Daniela Santanchè, Democracy and Autonomy, Democratic Centre , Democratic Party , Die Freiheitlichen, Direction Italy, Diventerà Bellissima, Edelweiss , Edmondo Cirielli, Elections in Italy, Emilia-Romagna, Emilia-Romagna regional election, 2014, Energies for Italy, Enrico Letta, European People's Party group, Euroscepticism, Fabio Garagnani, Fabio Rampelli, FareItalia, Federation of the Greens, Five Star Movement, For Our Valley, For the Autonomies, Forza Italia, Forza Italia , Franco Marini, Fratelli d'Italia, Free Alternative, Free and Equal , Friuli-Venezia Giulia, Friuli-Venezia Giulia regional election, 2018, Future and Freedom, Gianfranco Fini, Gianni Alemanno, Giorgia Meloni, Giovanni Donzelli, Giulio Terzi di Sant'Agata, Giulio Tremonti, Giuseppe Cossiga, Great South , Greens , Guido Crosetto, I Love Italy, I South, I the South, Ignazio La Russa, Il Canto degli Italiani, Independence We Veneto, Italian Communist Party , Italian Fascism, Italian Left, Italian Liberal Party , Italian Radicals, Italian Social Movement, Italian general election, 2013, Italian general election, 2018, Italian language, Italian local election, 2013, ...]",Brothers of Italy – National Alliance,brothers_of_italy_
18,Yes,4,Italy,movement,"[Administer Trentino, Alto Adige in the Heart, Anti-Zionism, Article 1 – Democratic and Progressive Movement, Associative Movement Italians Abroad, Autonomy Liberty Participation Ecology, Autonomy and Rights, Benito Mussolini, Brothers of Italy, Carlo Gariglio, CasaPound, Christian Popular Union, Citizens' Union for South Tyrol, Civic Choice, Civic Commitment, Communist Refoundation Party, Democracy and Autonomy, Democratic Centre , Democratic Party , Die Freiheitlichen, Direction Italy, Diventerà Bellissima, Edelweiss , Elections in Italy, Energies for Italy, Fascism, Federation of the Greens, Five Star Movement, For Our Valley, For the Autonomies, Forza Italia , Free and Equal , Giorgio Pisanò, Giuseppe Martorana, Greens , Independence We Veneto, Italian Communist Party , Italian Left, Italian Liberal Party , Italian Radicals, Italian Senate, Italian Social Movement, Italian Social Republic, Italian language, Italy, Italy of Values, Ladin Autonomist Union, Lega Lombarda, Lega Nord, Lega Nord Emilia, Lega Nord Friuli-Venezia Giulia, Lega Nord Liguria, Lega Nord Marche, Lega Nord Piemont, Lega Nord Romagna, Lega Nord Toscana, Lega Nord Trentino, Lega Nord Umbria, Lega Nord Valle d'Aosta, Liga Veneta, Mixed Group, Moderates , More Europe, Mouv' , Movement for the Autonomies, National Fascist Party, National socialism, Pact for Autonomy, Pact of Democrats for Reforms, Party of Sardinians, Party of Sicilians, Political spectrum, Politics of Italy, Popular Alternative, Popular Construction, Possible , Power to the People , Progressive Valdostan Union , Project Republic of Sardinia, Reality Italy, Red Moors, Responsible Autonomy, San Paolo Solbrito, Sardinian Action Party, Sardinian Democratic Union, Sardinian Reformers, Schittulli Political Movement, Slovene Union, Social credit, Solidary Democracy, South American Union Italian Emigrants, South Tyrolean Freedom, South Tyrolean People's Party, The DemoKRats, The People of Family, Third Position, Trentino Project, Trentino Tyrolean Autonomist Party, Unidos, Union for Trentino, ...]",Fascism and Freedom Movement,fascism_and_freedom_movement
19,,14,Spain,party,"[20-N, Adolfo Suárez, Agustín Aznar, Andrés Soriano, Anti-communism, Anti-liberalism, Anti-semitism, Arriba , Assassination of Luis Carrero Blanco, Authoritarianism, Basilica of Begoña, Bilbao, Blue Division, Bolesław Piasecki, Camisas Azules, Carlism, Carlos Arias Navarro, Catholicism, Caudillo, Centralism, Charles Luca, Class collaboration, Clerical fascism, Clericalism, Cortes Españolas, Cursus honorum, ETA , El Ausente, Elections in Spain, Emilio Mola, Ernesto Giménez Caballero, European Social Movement, Falange, Falange , Falange Española de las JONS, Falange Española y de las JONS, Falangism, Falangism in Latin America, Fascism, Fascist symbolism, Francisco Franco, Francoist Spain, Francoist concentration camps, Frente de Juventudes, Hispanidad, Instituto Nacional de Industria, International Standard Book Number, José Antonio Primo de Rivera, José Enrique Varela, Juan Carlos I of Spain, Juan Yagüe, Kataeb Party, La Conquista del Estado, Luis Carrero Blanco, Madrid, Manuel Fraga, Manuel Hedilla, Martyr, Militarism, Monarchism, Movimiento Nacional, National Catholicism, National syndicalism, Nazism, One-party state, Paul Preston, Political spectrum, Politics of Spain, Ramiro Ledesma Ramos, Red, Red beret, Religion, Sancho Dávila y Fernández de Celis, Sección Femenina, Second Spanish Republic, Second World War, Sindicato Español Universitario, Sindicato Vertical, Sociological Francoism, Spain, Spain during World War II, Spanish Civil War, Spanish Labour Organization, Spanish Maquis, Spanish Youths Organization, Spanish coup of July 1936, Spanish miracle, Spanish nationalism, Spanish transition to democracy, Stabilization Plan, Stanley G. Payne, Technocracy , Third Position, Totalitarianism, Trade union, Traditionalism , Tribunal de Orden Público, Twenty-Seven Points , Valentín Galarza Morante, White Terror , ...]",La Falange,la_falange
20,No,5,Hungary,movement,"[2006 protests in Hungary, Administrative divisions of Hungary, Albania, Alliance of Free Democrats, Andorra, António Costa, Armenia, Armenian Revolutionary Federation, Attila Mesterházy, Austria, Belgium, Bertalan Tóth, Bokros package, Bosnia and Herzegovina, Budapest, Bulgaria, Centre-left politics, Christian Democratic People's Party , Communism, Constitution of Hungary, Corina Crețu, Counties of Hungary, Croatia, Cyprus, Czech Republic, Czech Social Democratic Party, Democratic Coalition , Democratic Forum for Labour and Liberties, Democratic Left Alliance, Democratic Party , Democratic Party , Democratic Party of Moldova, Denmark, Dialogue for Hungary, Direction – Social Democracy, Districts of Hungary, Economic liberalism, Egypt, Egyptian Social Democratic Party, Elections in Hungary, End of communism in Hungary , Enrique Barón Crespo, Ernest Glinne, Estonia, European Commission, Fatah, Federica Mogherini, Ferenc Gyurcsány, Fidesz, Financial crisis of 2007–2008, Finland, Foreign relations of Hungary, France, Francis Vals, Frans Timmermans, Free market, Georges Spénale, Georgia , Georgian Dream, Germany, Gianni Pittella, Gordon Bajnai, Government of Hungary, Great Recession, Greece, Guy Mollet, Guy Spitaels, Gyula Horn, Gyula Molnár, Hannes Swoboda, Hendrik Fayat, Hungarian Communist Party, Hungarian Constitution of 1949, Hungarian Justice and Life Party, Hungarian Liberal Party, Hungarian Two-tailed Dog Party, Hungarian Workers' Party, Hungarian fees abolishment referendum, 2008, Hungarian language, Hungarian local elections, 2010, Hungarian nationalism, Hungarian parliamentary election, 1990, Hungarian parliamentary election, 1994, Hungarian parliamentary election, 1998, Hungarian parliamentary election, 2002, Hungarian parliamentary election, 2006, Hungarian parliamentary election, 2010, Hungarian parliamentary election, 2014, Hungarian parliamentary election, 2018, Hungarian presidential election, 2010, Hungarian presidential election, 2012, Hungarian presidential election, 2017, Hungary, Iceland, Ildikó Lendvai, Index.hu, International Standard Book Number, Israel, Israeli Labor Party, István Hiller, ...]",Hungarian National Socialist Party [3],hungarian_national_socialist_party_[3]
21,Yes,0,France,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Action Française, Actual idealism, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Algeria, Allach , Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-communism, Anti-fascism, Antisemitism, Ardengo Soffici, Arditi, Arrow Cross Party, Art of the Third Reich, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Beer Hall Putsch, Benito Mussolini, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Bois de Boulogne, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Cagoule , Canadian Union of Fascists, Carl Schmitt, Carlo Costamagna, Carlo Rosselli, Chamber of Fasci and Corporations, Charles Maurras, Charles de Gaulle, Christofascism, Class collaboration, Clerical People's Party, Clerical fascism, Collaborationist, Colonel Passy, Comité des Forges, Conservatism, Corfu incident, Corneliu Zelea Codreanu, Corporatism, Cowl, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Das Reich , Das Schwarze Korps, Definitions of fascism, Democratic Fascist Party, Denazification, Der Angriff, Der Stürmer, Deutsche Allgemeine Zeitung, Deutsche Zeitung in Norwegen, Deutsche Zeitung in den Niederlanden, Dictatorship, Dimitri Navachine, Dimitrije Ljotić, Dionisio Ridruejo, Economic interventionism, Economics of fascism, Einsatzgruppen, Enabling Act of 1933, Enrico Corradini, Eoin O'Duffy, Esoteric Nazism, Eugenics, Eugène Deloncle, Eugène Schueller, Faisceau, ...]",La Cagoule,la_cagoule
22,No,1,Poland,movement,"[Ahmed Huber, Alternative Left, Arthur Fonjallaz, Berne Trial, Bernhard Schaub, Brünig-Napf-Reuss line, Campaign for an Independent and Neutral Switzerland, Canton of Berne, Canton of Solothurn, Christian Democratic People's Party of Switzerland, Christian Social Party , Christian Social Party of Obwalden, Conservative Democratic Party of Switzerland, Council of States , Eidgenossenschaft, Eidgenössische Sammlung, Emil Sonderegger, Eric Weber, Ernst Leonhardt, Eugen Bircher, Evangelical People's Party of Switzerland, Extremism, FDP.The Liberals, Federal Democratic Union of Switzerland, Franz Burri, François Genoud, Freedom Party of Switzerland, French language, Gaston-Armand Amaudruz, Geneva Citizens' Movement, Georges Oltramare, German language, Green Liberal Party of Switzerland, Green Party of Switzerland, Günsberg, Hans Oehler, Immigration and crime, Independent politician, Jakob Schaffner, James Schwarzenbach, Langenthal, BE, National Council , National Front , National Movement of Switzerland, National Union , Neo-Nazism, Neue Rechte, New European Order, Pirate Party Switzerland, Political parties in Switzerland, Politics of Switzerland, Robert Tobler, Rolf Henne, Schweizerischer Vaterländischer Verband, Social Democratic Party of Switzerland, Social Liberal Movement, Solidarity , Swiss Democrats, Swiss Federal Council, Swiss German, Swiss Party of Labour, Swiss People's Party, Swiss federal election, 2011, Swiss plateau, Switzerland, The Swiss Independence Party up!, Ticino League, Vaud, Volkspartei der Schweiz, Völkisch, Wilhelm Gustloff, Überfremdung]",Party of National Socialists (PNS),party_of_national_socialists_(pns)
